p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.0155432050851232e-11,0.3821348185541831,0.297,0.179,3.715872587406466e-7,3,UCHL5
1.0516032489249483e-11,0.4686578178307662,0.269,0.158,3.847816287816386e-7,3,MRPS24
1.0619505275144547e-11,0.3323059442933909,0.558,0.361,3.88567698017539e-7,3,ECH1
1.0860423671488206e-11,0.3025740167040525,0.736,0.482,3.9738290213975347e-7,3,RP11-75L1.2
1.0871747946339383e-11,0.25301735221389005,0.395,0.255,3.97797257356558e-7,3,XPO1
1.0957013074630595e-11,0.35106830514149395,0.404,0.264,4.0091710840073347e-7,3,ATHL1
1.113731329382972e-11,0.2506055768491661,0.379,0.243,4.0751429342122947e-7,3,CBFB
1.1211920281084531e-11,0.4000587970093268,0.309,0.188,4.10244163084883e-7,3,PHB
1.138000804701278e-11,0.40014056678243703,0.284,0.169,4.163944944401976e-7,3,COX17
1.1460832283205491e-11,0.477062825909493,0.251,0.148,4.193518532424889e-7,3,RP11-773D16.1
1.1659340160008469e-11,0.43296325997558327,0.287,0.175,4.266152564547099e-7,3,RP11-9L18.2
1.1870504579292174e-11,0.4629136909250715,0.257,0.153,4.3434176255630064e-7,3,HDAC2
1.1893819262809302e-11,0.29780983222904245,0.489,0.324,4.3519484682619236e-7,3,ARPP19
1.2762013668066174e-11,0.3212073349592155,0.378,0.25,4.669620801145413e-7,3,ARL17A
1.3040235558037239e-11,0.38895391215473535,0.317,0.192,4.771422190685826e-7,3,DCTN3
1.3132384069081127e-11,0.3441455504774263,0.375,0.238,4.805139330876784e-7,3,CHTOP
1.3162582135350931e-11,0.40111318121876677,0.278,0.165,4.816188803324906e-7,3,RP11-286N22.8
1.3433476553359469e-11,0.28701321899738075,0.424,0.277,4.91530907087423e-7,3,H2AFY
1.4102496947998588e-11,0.4275332496977092,0.302,0.186,5.160103633272684e-7,3,RPS6KA1
1.4129586389799442e-11,0.3762436343191712,0.312,0.191,5.170015660027616e-7,3,RBM42
1.475708444331758e-11,0.35500027845844545,0.306,0.188,5.399617197809903e-7,3,DTX2
1.4785950241957835e-11,0.4374751424255574,0.914,0.542,5.410179193532372e-7,3,CD3D
1.5584644685873172e-11,0.45084989940650305,0.308,0.194,5.702421490560994e-7,3,COPB2
1.5766277172701848e-11,0.35152185950149395,0.263,0.156,5.768880817491606e-7,3,C22orf39
1.584798958731426e-11,0.4308928813157358,0.335,0.211,5.798779389998288e-7,3,TMEM179B
1.6653123324772423e-11,0.38423646102234893,0.276,0.166,6.09337782453423e-7,3,ATG5
1.7449375278033585e-11,0.43560868372546574,0.271,0.164,6.384726414232489e-7,3,CSRP1
1.7846613076244466e-11,0.46583895567383976,0.284,0.174,6.53007572459785e-7,3,SDHC
1.804978388975087e-11,0.4495628379539387,0.294,0.182,6.604415925259843e-7,3,ATP6V1E1
1.8205215113198392e-11,0.32100035486008827,0.364,0.232,6.661288209919292e-7,3,SNX14
1.8757440045646945e-11,0.2508821992204301,0.616,0.424,6.863347312702217e-7,3,POMP
1.9609203150139365e-11,0.32301110921428156,0.405,0.255,7.175007432635994e-7,3,UFC1
1.9735990619551558e-11,0.3121528669667324,0.477,0.314,7.221398967693915e-7,3,RALY
2.1678880912645582e-11,0.3327049327074605,0.625,0.408,7.932302525937018e-7,3,DENND2D
2.174771474017234e-11,0.2546268643456731,0.41,0.259,7.95748882342906e-7,3,ZC3H7A
2.201949733660058e-11,0.3082529812322598,0.259,0.151,8.056934075462152e-7,3,SDC4
2.2253976439401413e-11,0.3261243516144585,0.526,0.354,8.142729979176977e-7,3,BHLHE40
2.2463142457240792e-11,0.3438453555760874,0.709,0.47,8.219263825104406e-7,3,PPP1CA
2.3524515668782442e-11,0.309308451052942,0.623,0.41,8.607620283207496e-7,3,IRF9
2.3552493289002996e-11,0.4204002394417983,0.314,0.195,8.617857294446196e-7,3,CNIH1
2.399924703411216e-11,0.3646840999274867,0.26,0.153,8.781324489781639e-7,3,VAMP1
2.400235565858111e-11,0.2528348990871261,0.74,0.505,8.782461935474828e-7,3,BTN3A2
2.4074520155181744e-11,0.45878586355002404,0.259,0.157,8.808866924781e-7,3,DIDO1
2.4487079031132453e-11,0.40507037338391805,0.282,0.17,8.959822217491364e-7,3,GTF2A2
2.883937533226799e-11,0.3794848287855668,0.363,0.233,1.0552327434076858e-6,3,RP11-550F7.1
3.054112518441343e-11,0.41926537762416677,0.264,0.158,1.1174997704976875e-6,3,PPP4C
3.0886404545071855e-11,0.3867864586334549,0.317,0.201,1.1301335423041792e-6,3,TRIM26
3.109179580462751e-11,0.3538074783081387,0.284,0.173,1.1376488084913206e-6,3,CCDC91
3.194933206884798e-11,0.3171211168875937,0.314,0.196,1.1690260603991476e-6,3,KIAA2026
3.267230930248388e-11,0.29690442360845204,0.476,0.317,1.1954797973778852e-6,3,NRD1
3.378342050552874e-11,0.307571797148979,0.511,0.34,1.2361353562972965e-6,3,PSMF1
3.5030867095997564e-11,0.31011161631545814,0.445,0.291,1.2817794270425509e-6,3,MTHFD2
3.557043548596539e-11,0.35248628630097834,0.359,0.228,1.3015222344314736e-6,3,MMADHC
3.576938745197822e-11,0.31612089182960945,0.643,0.436,1.308801886867883e-6,3,PSMB1
3.7804648300721055e-11,0.271778102675448,0.429,0.289,1.3832720813233834e-6,3,ZFX
3.812483662102295e-11,0.4582575462406767,0.252,0.149,1.3949877719632298e-6,3,MIEN1
3.920530566858815e-11,0.3624611280701008,0.322,0.2,1.4345221344136405e-6,3,NDUFB10
3.9352299197048524e-11,0.32315214732960373,0.46,0.299,1.4399006276200055e-6,3,ADRM1
4.0379699584036644e-11,0.33212606155497876,0.37,0.233,1.4774932077799008e-6,3,UBE2A
4.211564430534054e-11,0.3162447153895621,0.43,0.285,1.5410114251324103e-6,3,PDAP1
4.338307491025262e-11,0.39800690496824315,0.322,0.202,1.5873867109661433e-6,3,RAB11A
4.435318778917008e-11,0.38020482897549823,0.265,0.16,1.6228831412057332e-6,3,SNAPIN
4.487188398627495e-11,0.38837318686788125,0.275,0.172,1.6418622350578005e-6,3,HIPK2
4.528000197012716e-11,0.34497105214803514,0.423,0.277,1.6567952720869528e-6,3,FBXO7
4.613576187750823e-11,0.2711935544442569,0.466,0.31,1.6881075270980261e-6,3,SRGAP2
4.679123755124692e-11,0.39406140107018367,0.304,0.187,1.712091382000125e-6,3,NDUFA12
5.098632627209554e-11,0.29283229330844684,0.508,0.33,1.8655896782959758e-6,3,PSMB6
5.544764647424927e-11,0.326174160779941,0.434,0.278,2.0288293844927807e-6,3,TBCB
5.568701055835845e-11,0.40410344597240483,0.273,0.169,2.0375877163303358e-6,3,RBM10
5.868439068024145e-11,0.32577321514115276,0.785,0.554,2.1472618549900346e-6,3,ACTR3
6.169886823670367e-11,0.33124900127981927,0.271,0.163,2.2575615887809874e-6,3,C11orf30
6.306510869080739e-11,0.4037357709320224,0.273,0.166,2.3075523269966425e-6,3,IMP3
6.371525529402788e-11,0.3766571196166414,0.345,0.221,2.3313411912084803e-6,3,CNOT8
6.497979931907594e-11,0.32354204983076995,0.438,0.292,2.3776108570849885e-6,3,RAB10
6.781775141462276e-11,0.3472217864691429,0.346,0.219,2.481451524261047e-6,3,ILK
6.902722837764941e-11,0.3018205065807874,0.598,0.401,2.525706286338192e-6,3,NDUFA4
7.303424531812652e-11,0.32010483485689595,0.278,0.171,2.6723230361902495e-6,3,DDX60L
7.438760718514459e-11,0.3997913267068526,0.285,0.176,2.7218425469044405e-6,3,NDUFS3
7.46609440938073e-11,0.2541214829062772,0.384,0.252,2.731843944392409e-6,3,ARMC8
7.672484869658547e-11,0.44611515979049865,0.315,0.2,2.8073622138080623e-6,3,PYCARD
7.770895038561321e-11,0.26943315031266274,0.291,0.183,2.8433704946095872e-6,3,GNPTAB
7.872502649775015e-11,0.2749677649566753,0.591,0.403,2.880548719552678e-6,3,XRCC5
8.191469724749822e-11,0.3618998281264355,0.321,0.199,2.99725877228596e-6,3,SF3B14
8.457434752529025e-11,0.3231628269095408,0.385,0.242,3.0945753759503702e-6,3,HN1
9.263478872867381e-11,0.2854294210976581,0.376,0.248,3.3895069195821748e-6,3,SYNCRIP
9.880873896861431e-11,0.285106992427123,0.375,0.238,3.6154117588615975e-6,3,TBCD
9.987921600895788e-11,0.34884602946793203,0.361,0.228,3.654580513767769e-6,3,ABRACL
1.0068235134497172e-10,0.30807781081131136,0.658,0.441,3.6839672357125153e-6,3,SHISA5
1.0195289057435275e-10,0.2503801921103759,0.543,0.368,3.730456266115567e-6,3,LSM14A
1.0222245272473174e-10,0.3184397800710572,0.499,0.332,3.7403195451979343e-6,3,REEP5
1.1037659675139366e-10,0.3740047343893588,0.252,0.15,4.038679675133494e-6,3,DRG1
1.1320855364260751e-10,0.2825600061930703,0.407,0.268,4.142300977783009e-6,3,SZRD1
1.1627898643951085e-10,0.289497020582661,0.516,0.337,4.254648113821702e-6,3,HLA-DMA
1.17922338560561e-10,0.3701083662374491,0.294,0.18,4.314778367930927e-6,3,NDUFA2
1.2290368722744915e-10,0.3158269207257094,0.551,0.352,4.4970459156523646e-6,3,GIMAP7
1.23872689883342e-10,0.33308738273788197,0.459,0.309,4.5325017228314834e-6,3,DNAJC8
1.2477530120236224e-10,0.3345600227204457,0.257,0.153,4.5655282709944345e-6,3,FKBP3
1.2512146874144037e-10,0.31824349281805125,0.353,0.23,4.578194541249303e-6,3,UBE2K
1.276436734087838e-10,0.2743158241316327,0.408,0.268,4.670482010027399e-6,3,DHX15
1.2967982243594633e-10,0.6173354262326123,0.268,0.175,4.744984702931276e-6,3,LINC00265
1.3284351396691818e-10,0.3472233096713059,0.329,0.207,4.860744176049536e-6,3,MRPL20
1.380595637812121e-10,0.42736119609639384,0.252,0.152,5.05159943875455e-6,3,DPM2
1.3829781764229665e-10,0.338752224771753,0.321,0.205,5.060317147531634e-6,3,USO1
1.400297655607119e-10,0.32262092555434163,0.341,0.222,5.123689121866448e-6,3,YY1AP1
1.4426260186439777e-10,0.3995245564897318,0.268,0.165,5.278568602218314e-6,3,VPS36
1.4741452503130859e-10,0.3653662458609291,0.309,0.192,5.393897470895581e-6,3,GPS1
1.54497969973022e-10,0.28818412846297803,0.429,0.288,5.653080721312875e-6,3,NUTM2A-AS1
1.5642132034088263e-10,0.39159050768786124,0.322,0.205,5.7234561112728954e-6,3,RHOC
1.581534903039028e-10,0.290917696652103,0.454,0.307,5.7868362102198034e-6,3,NEDD9
1.5989254364967564e-10,0.35165433388703715,0.37,0.25,5.850468172141632e-6,3,TMEM140
1.614313127618061e-10,0.3213979023349204,0.471,0.319,5.906771733954486e-6,3,FERMT3
1.664146598301386e-10,0.36656608601710133,0.273,0.169,6.089112403184771e-6,3,CCDC144B
1.7343260161339913e-10,0.39963254864385905,0.29,0.181,6.345898893034274e-6,3,NDUFS2
1.7709123056874887e-10,0.30771240055297944,0.428,0.28,6.479768126510521e-6,3,SHKBP1
1.78705050757344e-10,0.36357713015127263,0.321,0.203,6.538817807211217e-6,3,GORASP2
1.8249757260946353e-10,0.34968440568821624,0.262,0.159,6.677586181780271e-6,3,SP4
1.9732415701412265e-10,0.3403417314500736,0.337,0.212,7.220090905146748e-6,3,SF3B5
1.9750090451964297e-10,0.3032853840124069,0.429,0.289,7.226558096373736e-6,3,ZYX
2.0393886579483933e-10,0.3809546299843267,0.275,0.169,7.462123099433171e-6,3,HSBP1
2.0739943096259594e-10,0.30799275459365855,0.297,0.189,7.5887451789213856e-6,3,DCAF6
2.0928436761380453e-10,0.27275163442694794,0.565,0.381,7.657715010989108e-6,3,RBBP4
2.1963719731843412e-10,0.46045820975669804,0.259,0.16,8.036525049881504e-6,3,C14orf119
2.253603970103768e-10,0.3699050592484525,0.284,0.174,8.245936926609687e-6,3,CLPP
2.4159052536276704e-10,0.3078348573162062,0.57,0.375,8.839797323023646e-6,3,COX6A1
2.49172904531747e-10,0.28525070321958523,0.618,0.419,9.117236576816623e-6,3,SASH3
2.611466598523293e-10,0.38080562409120544,0.257,0.154,9.55535628399673e-6,3,DGCR6L
2.702282841937631e-10,0.33323340218646336,0.933,0.68,9.887652918649792e-6,3,LSP1
2.9435498483110223e-10,0.321366239928104,0.398,0.256,1.077044889497003e-5,3,TMEM258
3.0413671581186463e-10,0.28626564683084443,0.566,0.386,1.1128362431556127e-5,3,OTUB1
3.229732037368649e-10,0.2921495453393519,0.786,0.546,1.1817589524731886e-5,3,IFI16
3.313331831122923e-10,0.25525954807403606,0.322,0.205,1.2123481170078776e-5,3,MTPAP
3.372366830234341e-10,0.33973291634185365,0.342,0.216,1.2339490231827455e-5,3,USMG5
3.403126669354606e-10,0.4121171546390596,0.29,0.188,1.2452040483168503e-5,3,DDX58
3.4628055978203065e-10,0.3668502586452339,0.272,0.167,1.2670405682424501e-5,3,PPP1R7
3.5420644195482964e-10,0.4520903348367341,0.252,0.157,1.2960413711127217e-5,3,CARS
3.7621661341802337e-10,0.29747926893993776,0.316,0.203,1.3765765884965475e-5,3,ACSF3
3.804918602412499e-10,0.2900374136264736,0.432,0.291,1.3922197166227335e-5,3,TIA1
3.8489389453388867e-10,0.30976710331266233,0.444,0.287,1.4083267600994986e-5,3,FAM96B
3.8549674563626013e-10,0.2847695636363652,0.459,0.307,1.4105325922830758e-5,3,PSMD13
3.8878877894887864e-10,0.4177333442982011,0.276,0.173,1.422578142173947e-5,3,ELOF1
4.0447845073288136e-10,0.335051891378665,0.278,0.171,1.4799866512316129e-5,3,B3GAT3
4.07355482678895e-10,0.35822155219946233,0.262,0.161,1.4905137111220768e-5,3,CLN3
4.2557624091443813e-10,0.30427360459882147,0.639,0.433,1.557183465505929e-5,3,SNRPB
4.280364951370075e-10,0.4006536559931171,0.262,0.162,1.5661855357063104e-5,3,ISY1
4.400708686347343e-10,0.30632178347755223,0.251,0.156,1.610219308334493e-5,3,CHERP
4.570330780495624e-10,0.3979580228937727,0.269,0.167,1.6722840325833488e-5,3,GLRX3
4.775666528900047e-10,0.3212115185793071,0.36,0.238,1.747416382924527e-5,3,EXOC7
4.949460841174869e-10,0.40033168834874455,0.269,0.166,1.8110077217858844e-5,3,TEX264
5.25411048002411e-10,0.2856317282557902,0.344,0.221,1.922479024640822e-5,3,PPCS
5.634395172648965e-10,0.42907598329946617,0.284,0.181,2.0616251936722563e-5,3,HIGD1A
5.707789796360885e-10,0.2713354953931705,0.473,0.325,2.0884802864884477e-5,3,PSMD11
5.714499984321719e-10,0.35059671482566224,0.283,0.177,2.090935544263317e-5,3,BCCIP
5.809726033589868e-10,0.2920418300196266,0.26,0.164,2.1257787556905328e-5,3,HTT
5.938152192186408e-10,0.32251968920238994,0.325,0.206,2.1727698871210066e-5,3,SDHAF2
6.447913314389098e-10,0.4181914554333941,0.253,0.156,2.3592914817349708e-5,3,TIMM17A
6.448817035931143e-10,0.3313969262717026,0.289,0.179,2.359622153447205e-5,3,LYPLA2
6.465961099877404e-10,0.32084615432934593,0.302,0.19,2.3658951664451422e-5,3,CPSF3L
6.728495538510515e-10,0.3069354842931301,0.394,0.267,2.4619565175409974e-5,3,SH3GLB1
7.219866926533314e-10,0.28114679362277606,0.385,0.249,2.6417493084185395e-5,3,HMOX2
7.292833004157728e-10,0.31177943497069477,0.306,0.201,2.6684475962213128e-5,3,ARID3B
7.403473389899773e-10,0.3104071246697746,0.327,0.208,2.708930913364327e-5,3,RPA2
7.733202966875297e-10,0.2820233254992257,0.491,0.332,2.829578965579671e-5,3,CCT3
8.081291191786022e-10,0.2653043873452437,0.344,0.211,2.9569444470745054e-5,3,RP11-264B17.5
8.605938184302886e-10,0.41712793366713113,0.312,0.207,3.148912781636426e-5,3,NFYC
9.027258940363936e-10,0.33861599316563995,0.342,0.224,3.303074046279164e-5,3,CIAO1
9.381284638010357e-10,0.29707219460557743,0.4,0.262,3.4326120490479894e-5,3,AMICA1
9.605269912782433e-10,0.26059083354671186,0.543,0.374,3.514568261087092e-5,3,APOL2
1.0283662810195437e-9,0.41663466192674115,0.258,0.16,3.7627922222505106e-5,3,NDUFC1
1.0313121467930841e-9,0.3468784259762492,0.272,0.17,3.773571145115895e-5,3,BOLA2B
1.0420091456353475e-9,0.27812537333909426,0.468,0.317,3.8127114638797366e-5,3,RAB8A
1.0534544347962083e-9,0.2810167873008247,0.353,0.232,3.854589776919326e-5,3,TOR1AIP1
1.0711658227080534e-9,0.2832894851688559,0.265,0.164,3.919395745288767e-5,3,LRRC59
1.0793330673664059e-9,0.37199700806375485,0.29,0.184,3.949279693493679e-5,3,NAA10
1.1938423583046642e-9,0.26031138303695467,0.398,0.261,4.3682691890367664e-5,3,CERS5
1.2306402563666552e-9,0.34573787654853216,0.313,0.199,4.5029126980455914e-5,3,NHP2
1.2501750745741447e-9,0.31793498084403227,0.391,0.261,4.5743905978667954e-5,3,SCP2
1.2671359517213432e-9,0.33327892145025895,0.826,0.545,4.636450447348395e-5,3,HLA-DPB1
1.3159391354378158e-9,0.2916816669186336,0.382,0.248,4.815021296566968e-5,3,PPA1
1.3232817064334768e-9,0.2807352004425172,0.477,0.319,4.8418877638400915e-5,3,CCT7
1.3394962916635222e-9,0.32710034926846443,0.251,0.153,4.901216931196828e-5,3,TACC3
1.3882746063842433e-9,0.2868024974328346,0.442,0.295,5.079696784759946e-5,3,NDUFA6
1.418675399378344e-9,0.2640774457013082,0.366,0.245,5.190933286325361e-5,3,RRP7A
1.4625245459143343e-9,0.26303756122364363,0.335,0.215,5.3513773135005493e-5,3,DLD
1.4700807238199332e-9,0.28662075219816535,0.314,0.202,5.3790253684571354e-5,3,ACSL5
1.5617933613043533e-9,0.2762390315439322,0.366,0.245,5.714601909012629e-5,3,GMIP
1.563571494500593e-9,0.2942747442442388,0.268,0.17,5.7211080983776696e-5,3,REST
1.6385575118960105e-9,0.26051808937155374,0.561,0.361,5.9954819360275025e-5,3,SPCS1
1.6971475336191588e-9,0.2665123243488141,0.331,0.216,6.209862825512502e-5,3,CNPPD1
1.8162338299987368e-9,0.2601408183538516,0.397,0.264,6.645599583965378e-5,3,ATF6B
1.8356169917410625e-9,0.33665990198257817,0.312,0.201,6.716522572780548e-5,3,TCEB1
1.9722341537686816e-9,0.26925993380790936,0.411,0.268,7.216404768639606e-5,3,HMGN4
1.972340069045231e-9,0.38970951446577307,0.275,0.176,7.2167923126365e-5,3,ACTR10
2.1022643625911996e-9,0.2566683829987828,0.555,0.351,7.6921853027212e-5,3,LAT
2.1415389461765244e-9,0.27664518291520085,0.385,0.255,7.835891004059903e-5,3,FDFT1
2.15677520287727e-9,0.31673728162708203,0.251,0.156,7.891640467327932e-5,3,ECE1
2.2429109680643933e-9,0.28974401709295994,0.453,0.305,8.206811232147615e-5,3,HLA-DQA1
2.3404727045317486e-9,0.3484475969792218,0.262,0.163,8.563789625881668e-5,3,COPS3
2.4299859902043863e-9,0.29785953536850807,0.614,0.408,8.89131873815785e-5,3,NDUFA13
2.5461099895096595e-9,0.30381778664615544,0.284,0.176,9.316216451615844e-5,3,ROMO1
2.5799462566311604e-9,0.3216108572873768,0.918,0.595,9.440023353013416e-5,3,CD3E
2.6377902084817606e-9,0.3442901245755978,0.338,0.219,9.651674372834762e-5,3,SUMO2P1
2.7670292723769307e-9,0.32042928228875855,0.306,0.197,1.012456010762719e-4,3,EIF6
2.770488283232453e-9,0.30660947690645435,0.277,0.177,1.0137216628347545e-4,3,DSCR3
2.7959676796029953e-9,0.29574810453317346,0.331,0.215,1.023044573966736e-4,3,DECR1
3.0141893425650323e-9,0.29060128543501346,0.264,0.167,1.1028918804445453e-4,3,TAB2
3.070669718496788e-9,0.2524914028191463,0.595,0.411,1.1235580499979747e-4,3,PSMA1
3.1239002495908608e-9,0.2707387829177984,0.329,0.218,1.143035101325296e-4,3,WAPAL
3.1351625739972633e-9,0.35237200962083015,0.252,0.162,1.1471559858255986e-4,3,SNX9
3.1581746107178787e-9,0.25369348493042565,0.315,0.2,1.1555760900616718e-4,3,THAP5
3.403292536674485e-9,0.2565296982660792,0.308,0.199,1.245264739169194e-4,3,SF3A3
3.409150295397012e-9,0.2930360654760159,0.379,0.248,1.2474080930857667e-4,3,ATP5H
3.434189599360593e-9,0.29845574311887757,0.291,0.188,1.256569974406041e-4,3,TIMM23
3.569454065655009e-9,0.30358524637721684,0.297,0.192,1.3060632426231678e-4,3,DPP9
3.574850193643897e-9,0.26495577692817085,0.332,0.214,1.308037685854302e-4,3,CMTM3
3.862018482791996e-9,0.29902717391524314,0.252,0.159,1.4131125628535912e-4,3,TSC22D4
4.051595503540284e-9,0.3040134006041199,0.359,0.233,1.48247879474539e-4,3,NOP10
4.0806820145178335e-9,0.29016388800734005,0.444,0.301,1.4931215491120753e-4,3,ATP5F1
4.1091865465858746e-9,0.2648359863600881,0.488,0.334,1.5035513573957715e-4,3,PPP2R1A
4.149929067054359e-9,0.356251047266895,0.308,0.204,1.5184590456351899e-4,3,ELOVL1
4.556017119128342e-9,0.29256909259549313,0.296,0.194,1.6670466638890602e-4,3,RAB14
4.848641710353263e-9,0.3120302591651413,0.262,0.161,1.774118001818259e-4,3,MRPL9
4.966249855797855e-9,0.2744853717005622,0.266,0.168,1.8171508222364352e-4,3,POLG
5.128001800969173e-9,0.27357029741275785,0.394,0.261,1.8763358589746204e-4,3,LA16c-3G11.7
5.14305598109388e-9,0.30293826693736325,0.334,0.224,1.8818441834822508e-4,3,PML
5.241299838587565e-9,0.3558478465628915,0.297,0.194,0.00019177916109391902,3,PSMD9
5.395998980972649e-9,0.25101369006594926,0.359,0.234,1.9743960271378924e-4,3,MRPS21
5.549312342978396e-9,0.35935745588687457,0.307,0.203,2.0304933862957952e-4,3,SNX20
6.1766158854226205e-9,0.33178853759354227,0.339,0.231,2.2600237524761368e-4,3,NBR1
6.656396323023728e-9,0.2553522432161016,0.459,0.316,2.435575414594382e-4,3,DARS
7.1461569994824e-9,0.266261247006267,0.37,0.246,2.6147788461106103e-4,3,OCIAD1
7.3583275028710204e-9,0.34823672915090514,0.266,0.171,2.6924120333005064e-4,3,RTCB
7.39766181645507e-9,0.26715775829006483,0.413,0.278,2.70680445864091e-4,3,SNRPB2
8.239354976069535e-9,0.3117487096662761,0.26,0.163,3.014779985743843e-4,3,C19orf24
8.363662207244715e-9,0.30009126617082005,0.252,0.16,3.0602640016308413e-4,3,TMEM183A
8.755731695231361e-9,0.26425868520254625,0.307,0.202,3.203722227285155e-4,3,PCGF5
9.095036723749672e-9,0.3195350338398998,0.266,0.168,3.327873937220005e-4,3,NUBP2
9.60502632985083e-9,0.30824162616925366,0.291,0.193,3.5144791340924186e-4,3,DPP8
9.884374208013469e-9,0.293268964918264,0.351,0.23,3.616692522712128e-4,3,SEC61G
9.920430699139615e-9,0.2585915267760265,0.342,0.229,3.629885592815185e-4,3,NT5C3A
1.0280990947464375e-8,0.2895974874536458,0.268,0.174,3.7618145876772147e-4,3,SMG7
1.0301181907479418e-8,0.3007351071495892,0.835,0.58,3.769202459946719e-4,3,SUMO2
1.0455379007012766e-8,0.2513828479299054,0.581,0.398,3.825623178665971e-4,3,NDUFB8
1.0741221245780253e-8,0.3150528301160739,0.257,0.164,3.9302128538309944e-4,3,PRPF38A
1.117900194635979e-8,0.27070609572660426,0.297,0.192,4.090396812173047e-4,3,DNAJC1
1.2209175448418819e-8,0.32658490846890786,0.331,0.22,4.467337296576446e-4,3,CARD16
1.2235906510227323e-8,0.387467612152141,0.289,0.195,4.4771181920921777e-4,3,SNORD3A
1.246607972404945e-8,0.29318792719096987,0.321,0.216,4.561338571029694e-4,3,PPDPF
1.294976370580514e-8,0.28905540960874654,0.348,0.235,4.7383185399541006e-4,3,UFD1L
1.3121053799025617e-8,0.29043473200755165,0.259,0.165,4.8009935850634733e-4,3,NOC2L
1.3929932318745841e-8,0.2804063412604873,0.294,0.19,5.096962235429103e-4,3,AATF
1.4025651973170739e-8,0.2860894247665423,0.273,0.179,5.131986056983173e-4,3,FRMD8
1.4569679240850064e-8,0.30764343973123986,0.285,0.184,5.331045634227038e-4,3,PLEKHJ1
1.4857070906870717e-8,0.294560522078306,0.322,0.21,0.00054362022448239955,3,NDUFB7
1.7149507813840614e-8,0.30115891419270224,0.765,0.509,6.275004909084281e-4,3,ID2
1.7760694692725565e-8,0.25099748419475576,0.29,0.184,6.498638188068284e-4,3,GPAA1
2.089498041257798e-8,0.3322238232118928,0.844,0.581,7.645473332962283e-4,3,TPI1
2.152391997967129e-8,0.30795883576683647,0.327,0.223,7.875602320561725e-4,3,CHFR
2.236231355645657e-8,0.2615775402586616,0.304,0.2,8.182370530307459e-4,3,TBCA
2.2565270763053036e-8,0.2702946651652114,0.534,0.381,8.256632572201106e-4,3,TMEM50A
2.283640387901187e-8,0.27949360706881277,0.548,0.364,8.355840179330443e-4,3,HMGB2
2.3410530181067202e-8,0.34125108105416957,0.268,0.172,8.565912993252489e-4,3,MPV17
2.4738838755311576e-8,0.3610956409100506,0.287,0.192,9.051941100568506e-4,3,ERCC1
2.478691740748218e-8,0.2613132409765002,0.284,0.183,9.069533079397729e-4,3,ILKAP
2.5448733564914505e-8,0.31634962581703285,0.3,0.196,9.311691611402217e-4,3,RNF181
2.610026084148842e-8,0.30205391889349875,0.809,0.562,9.550085441900613e-4,3,SUB1
2.6720628154563997e-8,0.3117284812451055,0.281,0.183,9.777077841754966e-4,3,PSMC2
2.8240380922639474e-8,0.2604263048640243,0.289,0.189,0.0010333155379593784,3,TM2D1
3.195555842161468e-8,0.25126487668965847,0.313,0.205,0.0011692538826468812,3,NELFE
3.64675760700095e-8,0.2954317367933686,0.262,0.171,0.0013343486084016476,3,CAB39
3.67958257196932e-8,0.25366188988784166,0.315,0.211,0.0013463592630835741,3,VPS26A
4.0611691787262316e-8,0.2959535169614348,0.303,0.201,0.0014859818024959282,3,LAMTOR1
4.195836611486925e-8,0.27742869612673804,0.85,0.63,0.0015352566161430659,3,PKM
4.2029673519294874e-8,0.2694922375819431,0.684,0.484,0.0015378657540709995,3,GPI
4.279614351787586e-8,0.26864364640221394,0.282,0.181,0.0015659108913190778,3,COMMD3
4.6413301202363755e-8,0.25398080280144597,0.271,0.176,0.0016982626909944898,3,MRPL38
4.7699847849358434e-8,0.2636809146692826,0.391,0.273,0.0017453374328080251,3,SDHD
4.947372933550298e-8,0.2905148410135737,0.254,0.166,0.001810243756386054,3,KRAS
5.7056849911418794e-8,0.2956562012076782,0.256,0.168,0.0020877101382588137,3,SCAPER
5.763023747107354e-8,0.3381827002868465,0.272,0.182,0.002108690389066581,3,SPPL2A
6.047864831160155e-8,0.3717089109899452,0.256,0.17,0.0022129137417215006,3,HARS
6.687869080757025e-8,0.3087473739338763,0.347,0.239,0.0024470912966489955,3,LGALS9
7.272409074943198e-8,0.2712494984496927,0.31,0.212,0.002660974480521716,3,DYNC1I2
7.543327340542305e-8,0.2503270120833177,0.367,0.252,0.0027601034739044294,3,POLR1D
8.896453240758717e-8,0.2697920752637038,0.364,0.265,0.0032552122407936146,3,UHRF2
8.987491240119994e-8,0.2609529300768835,0.338,0.227,0.0032885230447599056,3,RWDD1
9.106593368279903e-8,0.2687231489967298,0.281,0.187,0.0033321025134536164,3,RAC1
9.458820371399668e-8,0.25760331801939723,0.275,0.183,0.0034609823738951384,3,SLC1A5
9.90945769885343e-8,0.29657079909136286,0.815,0.542,0.00362587057201047,3,HLA-DPA1
9.918197285685437e-8,0.27201128025709886,0.25,0.162,0.0036290683868323015,3,CHTF8
1.2363687740268858e-7,0.3275095727684819,0.272,0.183,0.004523873344164375,3,EIF4E2
1.6116167445012763e-7,0.3038745764457525,0.259,0.171,0.00589690566813017,3,IKBKE
1.6200483377026842e-7,0.2755992252033367,0.291,0.195,0.0059277568676541215,3,TRPV2
