p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.9486965715391522,0.369,0.195,0,0,PHTF2
0,0.46737673147216796,0.761,0.588,0,0,FOS
0,0.7067193113663217,0.476,0.303,0,0,RP11-138A9.1
0,0.7805745408589415,0.457,0.286,0,0,GPR183
0,0.46849122448457403,0.733,0.564,0,0,SOD1
0,0.4441696336080705,0.541,0.373,0,0,CD247
0,0.564882810577189,0.572,0.404,0,0,DUSP4
0,0.9690348715215503,0.358,0.191,0,0,PHACTR2
0,0.4163851859320786,0.822,0.656,0,0,RGS1
0,0.38370100914563277,0.792,0.628,0,0,TOB1
0,0.5164056093499154,0.569,0.405,0,0,CTSB
0,0.5077379427803055,0.64,0.477,0,0,LEPROTL1
0,0.9697285595163607,0.363,0.202,0,0,RGCC
0,0.41095491135665485,0.883,0.723,0,0,DNAJB1
0,0.3699706336216191,0.824,0.664,0,0,EML4
0,0.6561277266771844,0.447,0.288,0,0,RP11-356I2.4
0,1.233446917276379,0.263,0.105,0,0,KLRB1
0,1.2102161077536724,0.294,0.136,0,0,STAM
0,1.176621296597283,0.322,0.165,0,0,CORO1B
0,0.6458871962006311,0.45,0.294,0,0,PHLDA1
0,1.2411773598319789,0.288,0.132,0,0,HS3ST3B1
0,1.3823285233051748,0.255,0.1,0,0,PBX4
0,0.7624550688746599,0.365,0.21,0,0,CCR7
0,0.5000475980054391,0.622,0.467,0,0,NFKBIZ
0,0.33952494254419796,0.7,0.545,0,0,SYNE2
0,0.5474956778832334,0.42,0.267,0,0,TCF7
0,0.3182228654864354,0.752,0.6,0,0,RHOH
0,0.5835347190730694,0.55,0.401,0,0,TFRC
0,0.5786448216544623,0.453,0.304,0,0,PRDX2
0,0.3799445139123079,0.778,0.63,0,0,FXYD5
0,0.8081182936433793,0.337,0.189,0,0,MBOAT1
0,0.46665737585975187,0.588,0.441,0,0,SAMSN1
0,0.44024066940199225,0.547,0.401,0,0,AAK1
0,1.284149746957215,0.28,0.135,0,0,SDC4
0,0.5523837954589605,0.54,0.395,0,0,HSPA8P1
0,1.0920851515911245,0.261,0.117,0,0,SLAMF1
0,0.3102097003625497,0.829,0.685,0,0,FYB
0,0.4030487333954431,0.696,0.552,0,0,DDIT4
0,0.568399259987004,0.512,0.369,0,0,NDFIP1
0,0.6187113110359588,0.367,0.224,0,0,TESPA1
0,0.5239688465800146,0.527,0.385,0,0,HSPH1
0,0.5669433477112218,0.405,0.264,0,0,GOLGA8A
0,0.6059450579670235,0.481,0.34,0,0,NABP1
0,0.7372273130753836,0.341,0.201,0,0,ITPKB
0,0.5035301693851411,0.453,0.313,0,0,SELL
0,0.659949419691178,0.419,0.279,0,0,AC016831.7
0,0.5554302959678789,0.468,0.329,0,0,GPRIN3
0,0.7056359027039276,0.356,0.217,0,0,PVT1
0,0.630225544454657,0.423,0.285,0,0,FAM107B
0,0.598430934707096,0.458,0.32,0,0,IL6ST
0,0.6912119038827008,0.378,0.24,0,0,UGP2
0,0.5043352025349903,0.513,0.375,0,0,FTH1P7
0,0.35220007447712365,0.777,0.641,0,0,DNAJA1
0,0.3570409333072442,0.721,0.586,0,0,LDHB
0,0.37427573022862903,0.935,0.8,0,0,JUNB
0,0.7781670421751844,0.46,0.326,0,0,NR3C1
0,0.6366536061471746,0.457,0.323,0,0,PFKFB3
0,0.5142160753820775,0.538,0.404,0,0,FTH1P10
0,0.5440076958984202,0.474,0.34,0,0,TSPYL2
0,0.34909231714786415,0.789,0.658,0,0,PPP1R15A
0,0.4873493521229792,0.46,0.33,0,0,RAPGEF6
0,0.6200813483175023,0.466,0.336,0,0,PTGER4
0,0.35394418048377796,0.691,0.561,0,0,NOP58
0,0.740544734871911,0.315,0.186,0,0,P2RY10
0,0.3966743675583966,0.687,0.558,0,0,YPEL5
0,0.7430162745743908,0.339,0.212,0,0,RP11-290L1.3
0,0.3828510496714559,0.636,0.509,0,0,ZNF331
0,0.7828404667115373,0.302,0.176,0,0,DNPH1
0,0.35941402207108053,0.777,0.651,0,0,JUND
0,0.742842554551406,0.313,0.187,0,0,CNST
0,0.9286336557391586,0.256,0.131,0,0,TRIB2
0,0.872230715774678,0.278,0.154,0,0,FLT3LG
0,0.9011289605823072,0.281,0.157,0,0,JMY
0,0.3202581845791306,0.864,0.74,0,0,DUSP1
0,0.5301574315247516,0.401,0.277,0,0,GOLGA8B
0,0.4467973029396175,0.59,0.466,0,0,RPL4P5
0,0.6725133839493773,0.38,0.257,0,0,SATB1
0,0.47562087018878907,0.498,0.376,0,0,NAMPT
0,0.6674705861550535,0.383,0.261,0,0,PLIN2
0,0.6343618505062204,0.368,0.247,0,0,PELI1
0,0.4527615052633853,0.563,0.442,0,0,TUBA1A
0,0.5698853073944516,0.341,0.221,0,0,GATA3
0,0.562625775024665,0.404,0.285,0,0,TRAF1
0,0.534981835308634,0.492,0.373,0,0,CACYBP
0,0.31901900372949776,0.864,0.745,0,0,PPP1CB
0,0.5516964933604982,0.407,0.288,0,0,PABPC1P4
0,0.7356429643403286,0.309,0.191,0,0,FAS
0,0.9941226611811731,0.271,0.154,0,0,CTB-119C2.1
0,0.7677863621008345,0.292,0.175,0,0,CDC14A
0,0.5758698205769867,0.435,0.318,0,0,CSRNP1
0,0.8199174519658512,0.259,0.145,0,0,SUSD3
0,0.7766980782845134,0.297,0.183,0,0,MPZL3
0,0.6292013147299528,0.368,0.255,0,0,RAB11FIP1
0,0.26842252859772087,0.864,0.752,0,0,HSP90AB1
0,0.7721241805758221,0.306,0.194,0,0,SOCS3
0,0.6759778956671231,0.353,0.244,0,0,NDUFV2P1
0,0.7751133807955028,0.271,0.163,0,0,RP11-51J9.5
0,0.3262509942957562,0.824,0.716,0,0,RPL4P4
